사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-04,8호선,2824,단대오거리,5,0,8098,1774,15657,7963,34564,10653,42489,22696,22394,11948,16079,8271,14367,8817,16767,9912,15601,10327,13691,12156,13705,14900,18260,18734,21907,22720,22508,36147,10500,28987,6855,17104,5305,16331,3908,15381,1379,9382,10,1177,0,1,0,0,0,0
2022-04,8호선,2825,신흥,4,0,3217,414,4924,2850,11171,3261,14991,6810,8454,4488,6082,4309,6008,4814,6280,5049,6405,5997,5892,7096,6350,7479,7608,9636,8019,10903,7572,15128,4263,12308,3639,7493,2662,6728,1968,5562,771,3726,11,418,0,0,0,0,0,0
2022-04,8호선,2826,수진,2,0,3823,502,6569,2212,16226,3815,22118,12560,11229,5432,8496,4675,7875,4769,8756,5759,8167,6731,6469,6624,7586,8248,10678,9453,8950,10500,8055,14904,4681,11982,3375,8035,2794,7266,2161,6629,817,4536,15,553,0,0,0,0,0,0
2022-04,8호선,2827,모란,16,0,1925,535,3123,3484,7794,4191,11820,9740,6936,5920,6365,6517,7700,6629,8826,7676,8962,7783,10114,6605,10281,7149,12513,7783,10683,8519,10856,10421,6133,6726,4339,4273,4004,4013,3739,3203,2063,2348,1,548,0,0,0,0,0,0
2022-04,8호선,2828,남위례,2,0,833,515,3969,2275,13843,5334,15829,16882,8981,7358,6284,4219,6213,4049,6410,4878,6321,5629,5918,5328,6788,6493,8917,8652,10870,11234,13015,16408,5339,13095,3887,6798,4005,6541,3119,6061,1196,4647,0,35,0,0,0,0,0,0
2022-04,9호선,4101,개화,9,0,1511,227,5272,2598,11732,3174,7802,5647,3103,2901,2308,2226,2092,2273,2311,2264,2486,2137,2269,1916,2691,2242,4430,2110,5604,2827,5996,5259,2584,4429,1551,2668,1837,1764,507,1440,197,898,3,184,0,0,0,0,0,0
2022-04,9호선,4102,김포공항,22,1,1212,1287,2680,11715,7054,20781,9434,27353,8706,19306,9238,17892,11510,24554,14227,22110,13168,24510,13658,24551,16203,23473,15074,25398,17881,27644,22964,32062,15703,17783,15886,7242,15565,3488,7651,2829,1159,1975,44,830,0,0,0,0,0,0
2022-04,9호선,4103,공항시장,5,0,3279,199,4629,1238,9511,1921,10484,4100,6417,3017,4584,3019,4421,3385,4956,3839,4482,4091,4211,4014,4091,4986,4352,6312,4612,7057,3917,11107,2857,9658,2471,6077,1935,5222,1445,5183,641,3853,1,382,0,0,0,0,0,0
2022-04,9호선,4104,신방화,6,0,4401,590,10554,2103,27165,5131,25823,11328,13947,5856,10167,5591,9723,6120,10594,7118,9223,7350,8732,7712,8839,10582,10573,11282,8700,14081,9520,23805,5496,19246,4214,11529,3263,10264,2371,9544,875,6469,3,185,0,0,0,0,0,0
2022-04,9호선,4105,마곡나루(서울식물원),3,0,3499,870,9760,9003,28067,15481,28726,46504,13772,21012,10824,13179,11467,11406,13387,11755,13850,12997,14804,12841,16538,13061,20044,15057,32081,22398,42930,33892,18277,29682,15048,16447,15074,14088,12800,13438,5847,9700,69,794,0,0,0,0,0,0
2022-04,9호선,4106,양천향교,10,0,4039,1239,9292,6629,29311,10620,30234,38298,13668,16849,11105,8761,11453,8271,12921,9298,12639,9617,12083,10479,12956,9948,15970,11829,20958,16622,32245,26451,11381,24425,7311,15114,6432,13168,4472,13326,1571,9854,3,252,0,0,0,0,0,0
2022-04,9호선,4107,가양,75,0,14117,1426,24069,7771,68446,24760,73816,45351,40645,24743,29955,16450,28841,17220,29741,18950,27818,20968,25507,22785,26239,25784,30087,32416,35658,39454,45278,65914,19442,54978,13822,33297,11547,32166,7980,27545,2372,19128,3,902,0,0,0,0,0,0
2022-04,9호선,4108,증미,1,0,2130,669,7194,3830,20777,8414,21537,30834,11013,11497,8407,6561,8449,5415,8777,6303,8362,6681,8157,7335,8736,8404,9850,9483,16146,10658,26909,19470,8214,15992,4949,8644,4055,7605,2470,6968,995,5125,1,0,0,0,0,0,0,0
2022-04,9호선,4109,등촌,11,0,5235,781,14223,3175,41668,6323,50594,16894,22173,10020,16486,8569,15446,9794,15814,10993,15242,11940,14090,12606,13295,15731,14241,18735,14452,25509,17872,39179,8863,34130,6423,19729,5370,15060,4292,14338,1651,10605,0,3,0,0,0,0,0,0
2022-04,9호선,4110,염창,20,0,11374,629,25136,4862,74553,8030,82194,19729,44148,10386,25952,9703,23106,10317,23511,13063,21787,14713,18579,16550,17144,21225,18533,26120,21226,40500,23446,68013,12717,58857,9104,37280,8135,30451,5903,30317,2051,23361,8,1115,0,0,0,0,0,0
2022-04,9호선,4111,신목동,0,0,1712,417,5604,1806,18358,3178,19240,5711,8531,2669,5862,2708,5213,3090,5315,3519,5065,4413,4692,4096,4736,4433,5934,6154,6519,8114,6056,13202,2815,11108,1906,5998,1676,6351,1636,5536,464,3841,5,275,0,0,0,0,0,0
2022-04,9호선,4112,선유도,4,0,1593,1305,5668,4827,19692,14575,23682,40695,10977,17254,7445,7757,7955,7802,8843,8313,8794,9109,8977,9346,10515,9245,13498,9941,23662,11879,38804,19938,13862,14903,7640,8150,6627,7564,4924,6654,1651,4664,2,239,0,0,0,0,0,0
2022-04,9호선,4113,당산,40,0,7881,1298,16418,5585,49910,14415,59566,40622,33723,21622,24605,14485,24359,16016,26323,17676,25082,19909,23363,20287,23400,22585,25405,27757,33298,42500,44910,65929,23138,49150,18547,30336,17434,28955,15604,28372,6756,20539,7,963,0,0,0,0,0,0
2022-04,9호선,4114,국회의사당,0,0,807,1590,1746,8366,3671,38755,6209,135692,5745,62923,7184,25121,11224,23432,14893,22404,19029,25131,25517,23003,30441,18374,37087,16775,66357,16549,108240,16732,39974,9314,27067,4840,26255,3483,15229,2711,4792,1694,1,4,0,0,0,0,0,0
2022-04,9호선,4115,여의도,8,0,2518,2262,4144,20379,9249,125051,10546,159106,10232,64687,12571,30676,18359,33254,19257,33706,24573,35534,29213,30631,37476,27927,52387,26228,132456,27883,147229,33448,69583,19169,56780,9362,45326,7749,29013,6819,8642,4046,5,1395,0,0,0,0,0,0
2022-04,9호선,4116,샛강,11,0,949,849,2071,3953,4679,14761,5769,36577,4488,13491,4283,7807,5107,7420,5568,6118,6457,6751,6838,6709,8500,6007,10009,6676,18829,8902,30163,12239,10991,6538,8365,3759,8160,2985,7125,2738,3251,1847,0,171,0,0,0,0,0,0
2022-04,9호선,4117,노량진,386,4,15916,1881,24279,12764,62034,40854,91090,63491,48211,36747,30953,24929,30211,24598,34641,31666,37573,33954,32761,29889,32296,33175,36492,41079,49145,56726,57427,87974,31202,56995,30137,38266,35008,36028,40271,34077,10013,22596,4,1148,0,0,0,0,0,0
2022-04,9호선,4118,노들,13,0,3584,273,5222,1304,15779,2410,19977,4089,10845,2987,7429,3295,6464,3368,6404,4067,6678,4613,6085,5357,5433,6690,6091,7459,6721,9044,6395,15538,4134,11061,2912,6945,2440,6557,1971,5671,561,4007,0,2,0,0,0,0,0,0
2022-04,9호선,4119,흑석(중앙대입구),8,0,3357,1132,5925,6289,16006,11305,20517,20809,13035,12901,11435,12693,12194,10130,13220,11942,13431,12991,13586,11895,15287,12154,17927,14448,22341,18297,19545,27194,10477,17481,9063,12229,9155,9839,9109,9925,4050,7185,1,10,0,0,0,0,0,0
2022-04,9호선,4120,동작(현충원),10,0,1008,171,1522,1796,5140,1917,6118,3436,3866,2767,2999,3805,3477,3711,4118,3356,4442,3922,4621,4199,5884,3641,6428,3248,6368,3327,5405,4797,2255,3352,1872,2080,1514,2078,1320,1884,456,1433,7,1774,0,0,0,0,0,0
2022-04,9호선,4121,구반포,1,0,152,175,607,1439,1233,3372,1818,4779,1422,3652,1190,2394,1437,2157,1867,2268,2077,2374,2172,1900,2748,1900,3387,1925,4112,1837,5070,2722,2379,1644,1759,826,1197,791,1010,668,283,717,0,24,0,0,0,0,0,0
2022-04,9호선,4122,신반포,1,0,438,913,1941,10823,5535,6859,7048,9123,4640,5394,3717,4393,3898,3480,4339,4028,4655,5041,4728,5129,6635,5330,13064,5482,12860,5795,8688,8996,5410,5980,3916,3534,3673,2834,2889,2854,869,2018,0,0,0,0,0,0,0,0
2022-04,9호선,4123,고속터미널,26,0,1722,1415,4632,13671,15516,18023,20151,28642,16366,27950,14549,28143,16864,28140,19100,29488,20788,31467,23031,32198,25871,33844,29759,36254,34192,38715,34525,46365,29120,31277,26485,19382,20527,16176,17584,14550,6049,7872,0,37,0,0,1,0,0,0
2022-04,9호선,4124,사평,0,0,783,146,2870,1702,9474,5072,11492,7194,6869,3440,4900,2925,4522,3258,5019,3969,5013,4496,4896,4721,5204,4767,7035,6119,6497,7560,7281,10020,4247,8127,2770,4534,1986,4382,1860,4504,505,2696,0,1,0,0,0,0,0,0
2022-04,9호선,4125,신논현,48,0,3411,1399,12138,13806,31220,39867,43325,92292,29970,100739,26780,52014,31245,40040,37611,38761,41075,44881,43748,41353,47872,40392,57713,47475,77661,61298,106674,94025,72776,55692,53136,29635,56281,24189,54827,20732,26333,12096,13,1474,0,0,0,0,0,0
2022-04,공항철도 1호선,4201,서울역,162,0,2261,620,2212,9333,9800,15244,11073,22747,8071,17500,8763,14138,10555,12530,12989,13416,13753,12194,10753,10705,16902,12336,18036,12610,21708,14203,26825,18105,18814,14599,13322,9397,15893,8263,11742,5489,5458,2941,5,1776,0,0,0,0,0,0
2022-04,공항철도 1호선,4202,공덕,66,0,1150,112,1950,1368,5685,3499,5215,9686,2887,4538,2125,3411,2391,3068,2565,3429,2550,3294,2373,3065,2522,3548,3181,4441,4942,6614,8329,10831,3556,6978,2821,3879,2837,3298,2287,3490,1298,2403,71,1387,0,0,0,0,0,0
2022-04,공항철도 1호선,4203,홍대입구,80,2,2432,289,3818,2482,8755,6844,12133,21350,7601,20487,6422,15840,7468,17678,9784,20935,11977,21908,13740,19205,16721,19037,20295,21737,26725,24404,31994,32798,25636,20901,23256,9632,26839,8157,25703,6814,12470,5373,1143,1533,2,1,0,0,0,0
2022-04,공항철도 1호선,4204,디지털미디어시티,89,3,2689,705,6407,5271,17638,25658,18826,89246,10502,38026,7469,13026,8239,9890,9227,10993,10274,11309,10366,9014,12578,9560,16097,10353,39115,14704,84420,23328,31977,15333,18255,8819,15983,7791,12747,7187,5308,4684,430,1646,0,1,0,0,0,0
2022-04,공항철도 1호선,4206,마곡나루(서울식물원),8,1,2106,664,3912,7324,13113,22694,13864,59023,7641,22594,4921,7848,5503,5995,6438,5726,6592,6375,6526,6241,8528,5959,14824,6615,39975,9704,44696,15423,15737,10384,9794,6388,7562,5836,5098,5678,1850,3850,424,3385,0,0,0,0,0,0
2022-04,공항철도 1호선,4207,김포공항,13,0,1929,1725,3098,10549,6717,21776,13402,22607,15369,11766,18277,10014,21795,12781,26206,12495,21884,12822,21594,11938,26133,11028,21993,11812,26615,12752,35537,13565,24072,7997,23431,3624,26064,1768,19531,1432,3038,1007,76,739,0,1,0,0,0,0
2022-04,공항철도 1호선,4208,계양,7,0,8193,717,22160,3359,57813,3964,48768,6050,25799,5373,16669,4215,14788,4718,13987,6020,12111,7683,9848,8895,9240,11529,11473,15809,11795,23659,8930,42910,5147,40622,3550,22777,2993,21523,2097,20090,797,14210,133,4787,0,0,0,0,0,0
2022-04,공항철도 1호선,4209,검암,339,13,6110,386,13129,2110,33568,7378,24499,14080,12602,4812,8911,3770,8843,4065,8405,4720,7342,5792,6606,5773,6266,6823,8108,8801,8859,13394,12222,24449,4241,24151,3387,12904,2814,12155,2236,11392,924,8353,146,4843,30,26,0,4,0,0
2022-04,공항철도 1호선,4210,청라국제도시,30,2,3533,193,16520,4361,30618,8138,19779,17587,10596,6002,7924,3292,8341,3456,8064,4400,6882,5258,6520,5178,6848,6343,9727,8722,13736,11129,20635,22438,5536,22830,3893,12717,2879,11178,2481,11786,737,7509,113,3123,0,0,0,0,0,0
2022-04,공항철도 1호선,4211,운서,23,0,6165,365,12975,5410,23157,9568,22651,13467,10579,9367,10318,5545,10514,5955,11367,6132,9225,7530,9045,7545,9597,9563,12982,11409,15387,14109,12217,26270,6494,19144,6265,14210,5618,12153,4525,12426,1863,8899,221,3713,0,0,0,0,0,0
2022-04,공항철도 1호선,4212,공항화물청사,7,0,357,611,1183,6994,1680,14281,2437,19181,1685,3563,788,1885,738,2955,1080,2815,1359,1528,1920,989,2814,718,5036,1282,9633,1641,16578,1028,4023,1013,2580,1493,2343,1051,2365,311,607,214,9,58,0,0,0,0,0,0
2022-04,공항철도 1호선,4213,인천공항1터미널,0,0,2141,2393,2971,7456,6565,14703,8961,20716,8205,6103,4647,6599,5019,7544,5852,9703,5968,7737,7092,8241,9758,7751,10334,6510,13861,9218,21236,4718,9835,3023,6770,3941,5719,2942,3046,1778,711,1080,3,599,0,0,0,0,0,0
2022-04,공항철도 1호선,4215,인천공항2터미널,0,0,1320,1579,2227,5438,3438,9836,5347,10035,4494,3689,1826,2636,1436,3977,1320,5629,2318,3450,3484,3096,6070,3500,5819,4261,10028,4865,12385,1828,6538,926,4295,917,2695,1111,1257,435,228,450,0,502,0,0,0,0,0,0
2022-04,공항철도 1호선,4217,영종,10,1,2270,126,7090,1873,11726,2593,8984,4132,7014,3017,5708,3060,5431,3489,5418,3749,4599,3612,4462,4911,5027,4845,5893,5379,6061,8634,4734,8398,2685,10891,2055,6500,1845,6173,1262,5422,569,4545,111,1926,0,0,0,0,0,0
2022-04,9호선2~3단계,4126,언주,3,1,1052,1150,2400,8090,6368,18148,9271,58899,7746,42273,8148,19992,9298,11735,11387,10536,11671,13255,13294,10323,15645,10247,19459,10488,34817,11574,52012,13465,24479,9795,13708,6036,11498,5878,8547,4577,2862,3219,7,274,0,0,0,0,0,0
2022-04,9호선2~3단계,4127,선정릉,4,0,1045,971,3603,6789,8001,17084,9322,60503,7024,42826,6057,18202,6880,12189,8512,10708,9466,10940,10406,10741,11709,9253,15723,9932,28050,12019,51269,13902,26052,10255,13636,6420,11830,6153,10035,5751,2951,3160,4,93,0,1,0,0,0,0
2022-04,9호선2~3단계,4128,삼성중앙,2,0,644,510,2608,3752,5201,13778,6266,37836,4862,28251,4802,10987,5523,6684,6316,5941,7129,6957,7812,6330,8590,6686,11465,6903,20444,8627,35588,11942,15664,7200,8837,4606,7943,3729,5986,3253,2120,2550,1,4,0,0,0,0,0,0
2022-04,9호선2~3단계,4129,봉은사,5,0,1431,1278,4711,10750,8260,30975,10166,94025,7766,69502,8620,29352,12142,25219,15822,23346,19266,23675,22171,22239,26547,18352,34977,17403,56870,19902,84556,20324,40420,13002,27340,6916,24695,6178,17088,4990,3873,2638,1,0,0,0,0,0,0,0
2022-04,9호선2~3단계,4130,종합운동장,2,0,993,197,2925,1798,8781,5087,10247,11157,6618,7685,4847,4574,4684,4443,5269,5134,5793,5876,5591,5609,5500,6414,7406,7817,9526,10604,11674,15114,6866,9712,6178,5495,6708,5387,6289,4621,2928,3086,1,51,0,0,0,0,0,0
2022-04,9호선2~3단계,4131,삼전,20,1,4282,409,6789,2645,18731,3794,29648,10936,18169,7682,10245,5494,8609,5272,8920,5950,9006,7278,8037,7293,7907,8331,8543,10398,10044,14805,13555,23479,7010,19400,5301,11362,4314,10890,3927,10356,1190,8608,0,283,0,0,0,0,0,0
2022-04,9호선2~3단계,4132,석촌고분,6,1,2456,322,5279,1771,14794,4887,25591,12402,15663,8226,8802,5655,7725,5357,8164,6167,7819,6928,7036,6314,7222,8238,8938,8905,10664,12215,12999,21769,6542,16579,5079,10835,4757,9444,3724,8144,1159,5531,1,41,0,0,0,0,0,0
2022-04,9호선2~3단계,4133,석촌,4,0,2756,298,8163,2096,22356,5131,29179,11806,20129,11019,12067,8144,11492,9890,11913,10912,12718,12073,12154,12262,12817,12149,14943,14871,17092,18396,17946,27855,11626,23681,9870,12812,10351,11913,9002,11841,2634,5999,1,85,0,0,0,0,0,0
2022-04,9호선2~3단계,4134,송파나루,0,0,1636,205,3974,1910,11560,3684,16265,11237,10443,8199,6069,4764,6058,7460,6554,8937,7252,9540,7181,8310,7888,7864,8698,10853,10162,13589,14037,20885,8170,16019,7430,6863,7996,6333,6315,5628,2020,4031,2,169,0,0,0,0,0,0
2022-04,9호선2~3단계,4135,한성백제,1,0,741,194,2585,1091,6486,2360,8156,5669,4765,3945,3051,2562,2956,2697,3351,2777,3768,3237,3633,3423,4028,3300,5038,3623,5935,4571,7765,6990,3241,5780,2672,3231,2077,2873,1437,2777,406,2006,0,87,0,0,0,0,0,0
2022-04,9호선2~3단계,4136,올림픽공원(한국체대),20,1,1514,517,6511,4091,14588,5535,17240,13974,11859,8268,7580,7926,7601,8882,8830,10501,8433,11187,8475,10871,10910,12893,14095,12679,15932,14473,16851,19831,9820,15039,9908,10026,8812,8579,7453,9300,1072,4941,0,197,0,1,2,1,0,0
2022-04,9호선2~3단계,4137,둔촌오륜,2,0,199,215,931,1658,3318,4233,3852,2338,2816,828,1500,657,1305,859,1289,874,1173,1360,1420,1150,1965,1062,5246,1318,2091,2032,1856,2971,918,2501,618,1280,523,1240,319,1297,110,777,1,37,0,0,0,0,0,0
2022-04,9호선2~3단계,4138,중앙보훈병원,5,0,3027,649,12920,6449,39391,11781,39854,19135,23250,13447,17283,12538,15996,8380,14492,9848,10980,12860,14223,10558,15871,9987,15419,11067,18268,15620,13119,27993,5421,24394,3719,12870,2959,12825,2447,12629,577,5800,3,986,0,1,0,0,0,0
2022-04,우이신설선,4701,북한산우이,19,0,1223,518,2688,1621,8346,3179,8996,6953,5390,9734,4455,9894,4569,7456,5697,6004,6702,5289,7554,4682,8246,4560,7906,4126,6880,4344,5310,5603,3371,4926,2209,3185,1550,2833,826,2494,278,1466,0,241,0,0,0,0,0,0
2022-04,우이신설선,4702,솔밭공원,3,0,1502,244,3872,1001,9879,1546,10087,2795,6466,2564,4539,2624,3990,2813,4024,3294,3685,3849,3361,3840,4013,3997,3571,4614,3084,5254,2343,6976,1586,6678,1046,4383,774,3633,524,2768,234,2058,0,174,0,0,0,0,0,0
2022-04,우이신설선,4703,4.19민주묘지,0,0,1354,245,3055,708,8176,1838,9333,8642,6037,5149,5273,6837,5548,6853,6442,6525,6808,5803,7267,5855,7847,5326,8569,5182,7930,6109,6697,7199,3370,7239,2409,4108,1690,3643,1063,3176,307,2479,1,60,0,0,0,0,0,0
2022-04,우이신설선,4704,가오리,15,4,2371,292,5823,1468,16953,2740,17029,5280,10411,3828,7584,4048,6616,4425,6910,4626,6757,5376,5871,5516,5184,7391,5504,8991,5498,8986,4382,13329,2937,12360,1905,6813,1346,6356,996,5391,401,3545,0,16,0,0,0,0,0,0
2022-04,우이신설선,4705,화계,5,2,2014,600,4124,1426,12506,2133,13666,4629,8225,3811,6134,3765,5518,3570,6021,4083,5667,4511,5072,4556,4658,5305,4781,6297,4505,6659,3911,9741,3058,9204,1750,5124,1228,4493,795,4263,372,2497,0,0,0,0,0,0,0,0
2022-04,우이신설선,4706,삼양,2,0,994,285,2673,1219,6601,1222,6911,3442,4973,2446,3652,2578,3550,2370,3590,2844,3673,3027,3121,3286,2904,4496,3218,4658,2787,4823,2366,5999,1660,5347,1236,3328,754,2800,489,2248,273,1431,0,0,0,0,0,0,0,0
2022-04,우이신설선,4707,삼양사거리,1,0,1226,293,2905,977,6813,2090,8575,4233,5765,2783,4794,2898,4147,2986,4595,3465,4452,3772,3755,4076,3655,5004,3543,5638,3391,5993,3289,7252,2654,6126,1640,3480,1169,2896,967,2299,339,1368,0,1,0,0,0,0,0,0
2022-04,우이신설선,4708,솔샘,4,1,3074,262,9598,1552,28437,3492,27709,4622,15132,2994,9876,3137,8397,3648,8669,4581,7783,5104,6650,5891,6174,7769,6446,10210,5770,13261,4738,22154,2994,19805,2052,11138,1471,10262,1348,9365,399,5307,0,1,0,0,0,0,0,0
2022-04,우이신설선,4709,북한산보국문,5,3,2138,589,7178,2211,19568,5209,23285,8444,15356,6158,11000,5375,9851,4984,10002,6062,9760,6828,8559,7129,8497,8699,9695,10737,10337,13753,9541,19260,5504,16914,3857,10775,3212,9658,2362,8891,1073,5904,0,0,0,0,0,0,0,0
2022-04,우이신설선,4710,정릉,4,0,2198,460,5241,2019,14857,3283,17456,6466,12517,4140,9037,3732,8160,4147,8081,5140,7807,5257,6739,6007,6310,7528,6803,8820,7959,10701,7957,15145,4413,12207,2558,7115,2399,6347,1670,5237,681,2877,0,0,0,0,0,0,0,0
2022-04,우이신설선,4711,성신여대입구(돈암),3,0,787,362,1213,1201,3270,4047,6883,8894,4216,6328,3740,5606,4312,5799,4947,6234,5069,6636,5038,6506,5660,6699,6610,7078,7074,8569,8475,10963,5746,6981,5276,3779,6084,2910,5215,2239,2206,1487,0,0,0,0,0,0,0,0
2022-04,우이신설선,4712,보문,2,0,505,147,865,1070,2039,3576,3548,4979,2811,3174,2199,2235,2222,2126,2411,1984,2533,2261,2393,2162,2771,2260,3427,2595,3055,2780,4182,3240,2166,2190,1593,1547,1520,1427,1375,1248,572,977,0,15,0,0,0,0,0,0
2022-04,우이신설선,4713,신설동,71,11,814,779,840,2344,1368,5440,2253,11920,1716,7294,1947,4246,2376,3198,2715,3006,2716,3539,3221,2474,4370,2210,5606,2106,6862,1951,9412,2021,4425,1215,2812,857,2509,781,1901,797,684,596,2,131,0,0,0,0,0,0
