사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-04,경인선,1812,인천,225,34,1004,914,2931,3331,5756,6633,4634,8718,3205,5239,3225,7695,4532,10461,5905,10898,8005,9244,9910,8403,12378,6551,14772,5497,15611,4402,13939,3781,7145,2678,5502,1908,3755,1532,1966,1147,453,1002,13,839,0,0,0,0,0,0
2022-04,경인선,1813,구일,329,5,3834,1036,9042,3587,25532,8617,23155,12861,12661,9819,9760,6859,9880,7472,11114,11866,10024,18192,9446,10727,11399,10942,15920,12726,19878,16711,14960,26784,6354,19198,6125,10881,7491,9975,5366,7987,1267,5370,9,281,0,0,0,0,0,0
2022-04,경인선,1814,소사,972,6,15957,2860,14550,5645,32077,7722,29199,12594,19337,11117,15291,9499,14068,9972,14335,12289,13519,11345,12321,11463,13386,12607,14229,16534,15128,20155,12614,28757,7201,23969,5167,14409,4268,13671,2936,11889,1210,9648,10,410,1,0,0,0,0,0
2022-04,경인선,1815,부개,1837,6,9042,2002,16125,4013,38889,6178,31928,11384,18012,6628,13693,5559,12783,6941,12562,8366,12060,9339,9651,9949,9535,12024,12080,16111,11087,21253,11200,28578,6385,24863,4120,14762,3326,13303,2588,11534,1260,8683,18,552,0,0,0,0,0,0
2022-04,경인선,1816,간석,283,1,4989,953,10628,2327,23066,4054,20007,9873,11300,5298,9115,4683,8809,5573,9235,6053,8775,7182,7432,7069,7690,8836,9274,10612,8603,14044,9130,18505,4983,16695,3692,9796,3215,8314,2399,5976,1185,3634,72,649,0,0,0,0,0,0
2022-04,경인선,1817,도원,534,17,2003,882,2733,2066,5941,6599,5802,21019,3966,3665,3683,3568,4300,3506,5144,3892,5458,4664,4203,3977,7905,4933,13906,5105,7904,5177,8644,5376,2789,4654,1836,2942,1791,2518,905,1764,254,1929,17,863,0,0,0,0,0,0
2022-04,경인선,1821,온수(성공회대입구),153,1,5656,1360,8810,3542,21989,11362,21569,13700,13603,8432,10618,5992,10671,5816,11404,7461,10995,7847,9203,7754,10831,9627,15332,11560,13036,14712,11130,20861,5948,18471,4224,10480,4523,9464,3330,8614,1449,5818,21,481,0,0,0,0,0,0
2022-04,경인선,1822,중동,918,18,10681,1231,17212,3354,44691,5922,34259,13166,18825,7573,13931,7482,13083,8693,14087,9352,12727,9885,10793,10805,10702,12299,11826,16324,11669,21740,12833,31816,6678,28210,5227,16561,4352,14296,2972,12073,1262,9879,11,405,0,0,0,0,0,0
2022-04,경인선,1823,도화,334,5,4061,571,6658,1660,17389,3981,14694,6764,8612,3494,7059,3484,6498,3984,6643,4797,6148,5150,5440,5580,5584,6649,6476,8570,6248,9320,6647,11312,3318,10892,2393,6468,1862,5428,1221,4058,530,4416,7,1386,0,0,0,0,0,0
2022-04,경원선,1008,이촌(국립중앙박물관),59,2,897,554,3254,2306,7516,4301,8811,7563,6904,4904,5520,3242,5267,3301,5666,3519,5869,4137,5690,3777,6344,4434,8183,5157,9338,5870,9886,7495,5617,5682,4128,3759,3962,3580,2366,3493,721,2298,5,167,1,1,0,0,0,0
2022-04,경원선,1009,서빙고,47,0,953,629,1948,2915,3031,4305,2984,8598,3012,3652,2716,2547,2390,2056,2526,2374,3037,3218,2903,3178,3761,3417,5304,3236,7277,2908,7470,3504,2974,2433,2050,1631,1717,1568,1089,1351,316,990,1,57,0,0,0,0,0,0
2022-04,경원선,1010,한남,110,1,1676,639,2589,4571,4333,10352,5326,13597,4667,10800,4678,5250,4654,4155,4913,4455,4577,5154,5200,4492,6867,4605,8673,5659,13176,7057,13878,6925,6851,6152,4533,2722,4644,3171,4447,2333,1912,1440,9,85,0,0,0,0,0,0
2022-04,경원선,1011,옥수,0,0,0,31,11,122,40,20,93,212,67,15,31,147,17,167,11,60,10,31,37,15,19,15,311,49,378,75,25,41,381,23,49,7,57,17,11,6,5,1,0,0,0,0,0,0,0,0
2022-04,경원선,1012,응봉,129,1,1214,266,2996,1328,6808,2080,6915,2702,5036,2330,3384,3262,3460,3461,3589,3205,3354,3637,3261,4337,3726,3830,4249,4307,3663,4670,3585,5422,2104,4888,1436,2694,1048,2056,866,2453,278,1405,5,71,0,0,0,0,0,0
2022-04,경원선,1013,왕십리(성동구청),844,2,5035,969,8034,5762,24256,12127,38944,21847,25262,18156,15560,17981,16053,17398,18711,20658,20993,22178,20353,21824,21784,24585,26895,29209,30482,40885,28441,60864,21892,44523,20742,26062,23461,20673,22873,19089,11113,12637,142,5438,0,2,0,0,0,0
2022-04,경원선,1014,청량리(서울시립대입구),1279,7,5758,1447,7672,10950,26119,15295,39893,23493,22894,29834,29413,30035,22419,30532,26340,28344,32354,30126,26539,31923,32084,33965,33752,33210,30958,31245,36278,47535,21779,32784,25348,17740,16258,19298,8868,10760,3512,7143,33,1109,0,0,0,0,0,0
2022-04,경원선,1016,외대앞,502,19,4401,1612,7373,4189,18356,3767,22620,16484,13901,8979,11398,12963,11506,10156,12845,12298,13592,10417,13665,12815,14683,12107,15823,14748,19185,16958,15039,23305,9646,18441,7445,11804,7352,11550,6506,11910,2837,9340,97,2048,0,0,0,0,0,0
2022-04,경원선,1017,신이문,1405,4,8786,1174,14460,2403,35269,4266,37621,7964,21019,4727,14421,5517,12090,6641,12382,7842,11763,8766,9725,9377,9056,13365,8854,16097,9042,20263,8590,30966,5500,24230,3505,14605,2849,12138,2029,11847,808,7421,45,1644,0,0,0,0,0,0
2022-04,경원선,1018,석계,1112,18,6184,1403,11201,3823,24355,5818,28124,8964,19161,7597,15303,7279,13452,9182,13863,9764,13216,11241,11734,12235,11633,15840,12317,20837,12524,25324,11522,37092,8172,26116,6481,16036,5852,14396,4994,11908,2364,8225,164,2338,0,0,0,0,0,0
2022-04,경원선,1019,광운대,1809,4,5563,988,11923,2335,29538,6029,26233,17982,14839,11291,11604,11280,12015,13348,12253,11266,12763,12865,13278,13029,13092,11520,15405,14655,16204,17003,13542,25336,7648,19779,6248,12486,6351,10708,5685,9786,2157,9371,147,4813,0,0,0,0,0,0
2022-04,경원선,1020,월계,914,8,5168,1026,9567,2389,24682,8544,22865,13550,14485,17224,11676,9159,12122,7325,12929,8661,12596,12733,11013,9443,12519,9917,18286,13298,17281,14698,12488,22429,6100,17921,4371,9202,4457,8756,2965,7537,1093,5467,82,1194,0,0,0,0,0,0
2022-04,경원선,1021,녹천,1271,37,4103,672,7647,1329,21061,4694,18739,5506,10887,2539,8014,3197,6938,3310,7664,4188,6206,4636,5278,4696,5209,5769,7815,7347,5653,9086,4993,14625,3234,12009,1899,7066,1613,6713,1482,5469,457,4202,32,991,0,0,0,0,0,0
2022-04,경원선,1022,창동,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,경원선,1901,방학,760,5,11116,1687,15277,4804,32496,9705,30080,20796,20331,9971,16523,10444,15376,9862,16073,11565,14298,11563,13042,13462,13066,16619,14203,19875,15150,23884,17629,28712,9619,26017,6386,14476,5552,12376,3752,11206,1660,6761,158,2565,0,0,0,0,0,0
2022-04,경원선,1902,도봉,280,23,7094,1250,9582,3077,19419,3438,18288,9724,12429,7037,10290,7474,10039,6400,9139,7824,9376,7986,9260,8861,9048,10065,9315,11479,9435,13455,9962,16037,4689,14913,3094,8894,2460,7068,1812,6804,734,4111,86,1462,0,0,0,0,0,0
2022-04,경원선,1903,도봉산,186,3,6193,1159,9185,2598,20569,4316,20251,8573,14233,13886,11695,17881,12396,16622,14535,16955,18042,13038,21812,10744,23758,10452,24155,10030,20395,9436,16048,10671,9309,8496,5047,5198,3385,4598,2307,4353,780,3054,84,1271,0,0,0,0,0,0
2022-04,경원선,1904,망월사,386,5,7610,1033,12595,3483,26947,5240,27725,20331,16034,14691,13994,9903,15491,14461,14610,13127,14307,12342,15223,13641,13886,12887,16468,15604,18230,18977,12781,25785,6472,23304,4837,13919,4532,11624,3817,10435,1370,6594,217,2550,0,0,0,0,0,0
2022-04,경원선,1905,회룡,991,19,14314,1823,26117,5450,54742,8043,46928,12352,29539,11009,24140,11195,22905,12400,20863,15455,18678,15485,15567,17105,14926,20909,14341,27222,14291,34049,11989,44314,7535,41771,5920,23545,5339,20337,3711,16551,1429,9605,185,4285,0,0,0,0,0,0
2022-04,경원선,1906,의정부,2246,26,10273,2133,22712,7033,48413,13503,45350,36995,27377,34121,23342,25998,26415,27970,29140,31013,29644,33717,29711,31549,31517,30821,35194,35458,39820,45162,43235,57624,26766,51668,24820,30294,18996,23651,15255,19527,6818,12944,746,7935,0,0,0,0,0,0
2022-04,경원선,1907,가능,542,7,7660,1805,11534,3595,25015,6940,22198,15059,12646,7874,11729,5969,11428,7197,10903,7154,9707,8012,8681,7049,8885,8759,10606,12530,12426,15504,9681,19475,5829,18545,4490,12643,4088,8435,2703,8484,1115,4995,136,2959,0,0,0,0,0,0
2022-04,경원선,1908,녹양,288,1,4961,936,8301,2267,17798,5497,14248,9066,8862,4650,8030,3362,7813,5141,7669,4704,6803,5185,6143,4716,6336,6427,6733,8790,7888,11172,8627,13578,4042,12791,2786,8031,2583,6368,1687,6227,651,3560,57,1887,0,0,0,0,0,0
2022-04,경원선,1909,양주,1885,6,4906,1983,11056,6556,29689,11300,26148,12623,17873,8584,14943,7376,13878,8331,12925,9394,11996,8927,10380,8852,10922,11432,13742,13927,14823,18663,15159,23191,7634,19097,4533,14285,3317,11241,1980,10400,783,5668,61,3331,0,0,0,0,0,0
2022-04,경원선,1910,덕계,20,0,2400,1272,7928,5590,13333,3553,11729,5142,6438,4493,5260,2078,5025,2428,4711,2919,4221,3319,4017,2930,4854,4095,6795,4868,5758,7738,4994,8954,2007,8854,1555,4960,1038,4405,677,3427,266,2736,18,831,0,0,0,0,0,0
2022-04,경원선,1911,덕정,0,0,3433,1715,8069,6548,17890,10377,17957,19397,10042,11920,8740,6891,9498,6717,10380,8892,10982,6772,9989,5642,11366,7609,13083,8488,15522,12945,14512,14193,5529,13753,4356,8262,3723,8288,2394,6255,1239,4422,171,1380,0,0,0,0,0,0
2022-04,경원선,1912,지행,47,1,4889,1048,10574,2593,23117,5495,22937,12958,14277,7376,11574,5255,11200,6962,10717,8767,10285,9902,8989,8548,9315,11267,10173,13586,11256,19021,12061,19066,6799,21116,5881,11895,4647,10483,3901,9567,1983,6815,206,2420,0,0,0,0,0,0
2022-04,경원선,1913,동두천중앙,42,0,2461,752,5299,1863,8419,4690,9050,9970,6717,4508,6074,3565,5948,4663,5501,4638,5437,5120,5054,4260,5595,5262,5304,5614,6850,6696,6967,6185,3005,6743,1955,4189,1288,3591,893,3205,420,2674,19,820,0,0,0,0,0,0
2022-04,경원선,1914,보산,43,1,1559,427,2411,981,4735,2913,4232,2772,3577,1814,3160,1450,3091,1519,3298,1918,3100,2258,3003,2218,3401,2603,3585,2963,4288,3788,3429,3954,2202,5451,1530,3482,946,2735,484,2212,172,1776,8,523,0,0,0,0,0,0
2022-04,경원선,1915,동두천,80,1,1041,609,3069,3954,5411,8899,5885,8319,4369,7762,4406,4870,3974,4132,4042,3208,4517,4766,4480,3555,6147,4052,5923,3751,6474,4195,5874,4951,2633,4181,1602,3655,851,2792,631,2069,360,1997,4,455,0,0,0,0,0,0
2022-04,경원선,1916,소요산,95,1,651,635,1154,1080,2947,2697,3693,4176,4092,4505,3524,10123,4238,11751,6389,13838,8863,9188,13166,6455,15473,5115,15188,4198,9851,3311,6045,2240,2475,1703,1423,1581,845,903,273,741,126,919,8,650,0,0,0,0,0,0
2022-04,안산선,1751,산본,437,3,8019,1631,21202,6134,51620,13007,49625,28190,25568,20626,22214,18342,21919,19104,24066,21333,23037,22805,22194,24256,23122,24021,24903,30233,26522,40034,29447,63719,19323,52983,15684,29141,15511,23764,12385,18862,4794,14137,116,2181,0,0,0,0,0,0
2022-04,안산선,1752,대야미,1,0,2442,930,7168,3588,17778,5160,19545,8224,10143,5213,7736,5563,7200,5430,7716,5486,7489,5133,7871,5822,8102,7421,9125,8697,9033,9787,10582,16047,5533,12176,3941,8272,2800,7043,1669,6513,647,4198,37,716,0,0,0,0,0,0
2022-04,안산선,1753,반월,5,0,3092,906,7072,2669,16190,4504,15977,7658,9932,4267,7722,3361,6422,3956,5979,4485,6068,4961,5518,5414,4929,6828,7385,8304,7062,9669,8226,14922,3946,10743,2735,8315,1820,6803,1379,5914,561,3872,88,530,0,0,0,0,0,0
2022-04,안산선,1754,상록수,344,18,13138,2367,30323,7632,66852,14014,62501,20484,34334,18044,25593,14786,23155,13389,24321,14227,22550,17629,18505,18052,19639,20056,22746,27311,25936,39302,21864,63629,14131,54652,10615,35647,8987,31062,6284,25652,2771,17842,192,3189,0,0,0,0,0,0
2022-04,안산선,1755,한대앞,66,2,7266,897,16166,4112,32066,9064,26833,25927,17488,15642,14957,16652,14865,10201,15851,13711,14925,12879,14055,12792,14974,12871,19058,17131,21387,22779,18261,32627,10686,25233,9081,16354,8461,14228,7017,12768,2695,9009,143,2007,0,0,0,0,0,0
2022-04,안산선,1756,중앙,174,6,8509,1112,27599,9150,57683,15882,47010,36118,26853,29062,22332,19066,24238,19749,26534,24237,24748,27273,23752,25917,25261,26577,30534,32322,35277,46296,37307,69437,24623,56504,22921,32426,22941,27853,21108,22721,9119,17368,390,4440,0,0,0,0,0,0
2022-04,안산선,1757,고잔,205,8,4732,855,13858,4444,30461,12514,22677,27391,14647,13573,12551,9896,12978,9150,12456,10178,11486,12460,11855,11759,13744,10874,15383,11632,21223,16923,23276,25416,8436,19589,6860,11999,6647,10854,4600,9397,1980,7999,115,2369,0,1,0,0,0,0
2022-04,안산선,1758,초지,158,0,3044,505,9362,3893,21316,9448,16377,11696,8978,8578,6895,5466,6320,4682,6869,5217,6240,6549,5136,5606,5568,6058,7403,6679,9850,10491,10658,16042,5116,14397,3422,9220,3059,8191,1631,7204,515,5213,33,1770,0,1,0,0,0,0
2022-04,안산선,1759,안산,1130,5,10331,1769,11751,14945,20820,41228,21407,32739,17229,13897,14244,10943,14289,12287,15300,12432,15452,12512,15152,13495,16508,14329,20434,15684,40366,23087,45181,25692,20500,20191,18622,14705,10556,12245,4215,9416,1316,6078,50,2366,0,0,0,0,0,0
2022-04,안산선,1760,신길온천,13,2,1910,47,3323,1564,7097,3731,5859,2921,3263,1604,2833,1481,2522,1634,2586,1810,2453,1640,2043,2063,2177,2410,2677,2739,3769,3969,3839,5575,2122,4243,1322,3098,780,2534,427,2081,154,1857,13,348,0,0,0,0,0,0
2022-04,안산선,1761,정왕,221,0,6048,258,9998,12187,18852,24705,15764,35238,10614,25691,10546,16469,12185,12623,14067,12813,14855,13101,13250,12256,18000,11497,23980,11642,31075,16223,34292,21483,15969,15489,12176,12491,8733,10033,4928,8492,1283,6375,28,1463,0,0,0,0,0,0
2022-04,안산선,1762,오이도,171,1,5920,303,14633,6554,31977,13323,25919,15101,15533,8096,12203,8259,11738,10650,12117,11964,11302,11409,10722,11763,12108,13509,15907,14862,18166,20260,18540,27905,10054,22110,7912,15416,7262,12557,4286,10886,1330,8789,8,2946,0,0,0,0,0,0
2022-04,안산선,1763,수리산,9,0,3123,496,8741,1867,17770,4568,17359,7540,9611,5700,7049,9587,7218,7436,7840,6103,7643,5671,7752,6195,8434,5888,7718,6544,6562,7957,6289,12447,3097,9818,2062,6337,1490,5458,886,4890,359,3350,13,582,0,0,0,0,0,0
2022-04,과천선,1450,선바위,0,0,944,1018,5791,9335,17400,18001,20101,24869,14658,15090,10871,8242,9836,8247,10765,8513,11191,8816,11036,7552,11961,8677,15018,10391,22911,13409,30091,17626,14029,13790,8504,8253,6894,7896,3743,7567,876,3931,4,215,0,0,0,0,0,0
2022-04,과천선,1451,경마공원,1,0,333,473,742,2166,1840,3840,2529,11572,2293,30183,2280,40927,2826,20126,3700,15134,4549,13135,7679,8705,11599,5449,17679,3718,31157,2526,62216,2725,9799,2120,2310,1132,902,1028,308,850,134,632,4,30,0,0,0,0,0,0
2022-04,과천선,1452,대공원,2,0,75,400,296,3530,779,4329,1082,12756,1570,25292,2333,32968,5224,27339,10009,21489,12807,22067,18820,19943,25407,11786,30111,6559,30641,3376,24664,2548,10294,1482,7333,774,6365,504,3795,362,243,193,5,6,0,0,0,0,0,0
2022-04,과천선,1453,과천,7,1,2237,317,9781,1966,25326,4828,23597,8791,14623,5288,11002,4811,9919,5235,10100,6317,9854,6901,9263,7470,8945,8030,10262,10427,9431,14127,9112,20605,4608,18537,3078,10803,2250,10593,1747,10789,493,5758,4,237,0,0,0,0,0,0
2022-04,과천선,1454,정부과천청사,3,0,2013,863,7185,11739,20147,19962,18677,59966,13195,15224,11393,10035,11667,9208,12493,9838,13264,11026,13331,10989,14446,10988,21032,12729,30411,17029,49234,22399,13661,18536,11074,10406,9472,9621,4953,8501,1254,5002,14,176,0,0,0,0,0,0
2022-04,과천선,1455,인덕원,103,2,7873,3633,26407,16086,72219,36593,66295,94510,41432,34562,33403,20297,29384,19919,31509,19341,30161,24090,26727,23938,28381,28480,37080,33725,54581,50812,79248,81422,29360,64260,22808,35903,21733,32482,15220,31741,4280,19268,41,1123,0,0,0,0,0,0
2022-04,과천선,1456,평촌,13,0,3812,2470,18986,8465,53775,31570,42286,80216,23619,29701,18803,15274,18229,12463,19509,13242,17204,17221,17390,14956,19447,15837,23221,20677,40354,27323,61680,45477,24294,38998,17007,21397,14915,17050,12406,16394,3938,9500,23,793,0,0,0,0,0,0
2022-04,과천선,1457,범계,109,1,6987,2311,31520,11152,85745,22591,69897,57395,40158,39114,33185,28639,32487,25923,34958,28800,34747,35949,33163,33395,34670,37452,40979,44757,46912,60042,58157,96302,34289,75304,35735,38448,28601,31757,25226,29056,9072,16938,197,1574,0,0,0,0,0,0
2022-04,분당선,1023,선릉,62,2,1059,1316,2133,9203,4601,40927,6509,130492,5477,82237,6687,35725,8343,21991,10514,19096,11447,21373,12794,16916,17068,14709,24032,16455,42401,19895,75754,24024,31643,14115,19230,6834,17965,5271,16376,4989,4631,3268,196,778,0,0,0,0,0,0
2022-04,분당선,1024,한티,119,29,2159,1073,7066,8694,20931,27233,24711,46850,15851,38924,13137,22870,15137,17785,18229,20484,18235,25944,18136,19259,21290,19656,25691,24898,36095,30478,42704,33183,25252,22895,28144,13092,22375,12034,25298,10687,3700,6053,81,405,1,0,0,0,0,0
2022-04,분당선,1025,도곡,89,1,1372,1118,3482,6672,8997,13844,13251,24309,9619,17074,8316,8798,8523,7869,9554,8680,10153,9203,10821,8974,14214,8899,16194,9634,20475,11004,21627,13805,10894,10665,7666,6487,6565,5948,5157,5721,1064,3557,42,457,0,1,0,0,0,0
2022-04,분당선,1026,구룡,1,0,305,1285,1385,6381,3292,10718,4978,5570,4252,2112,3668,1857,3110,1624,3060,2040,3142,2182,2790,2140,3875,2437,9687,2738,7043,3356,5092,4115,2332,3401,1367,2156,2002,1915,698,1942,151,1481,3,42,1,1,0,0,0,0
2022-04,분당선,1027,개포동,2,0,772,1046,2904,7643,8775,5744,9542,10055,6336,6485,5141,5281,4708,4158,5424,5195,5516,5776,5526,5180,6078,5650,9777,5984,9906,7637,9311,9847,5186,7841,3629,4788,3791,4336,3814,4140,1100,2463,11,73,0,0,0,0,0,0
2022-04,분당선,1028,대모산입구,6,1,1837,747,4610,4259,14673,5681,16608,9829,9954,5168,7192,3771,6522,3999,6574,4742,6271,5065,5711,4919,6049,6073,7688,6854,9256,8554,8402,11350,4007,9940,2456,6080,1745,5693,1395,6209,452,3532,4,149,0,0,0,0,0,0
2022-04,분당선,1030,수서,26,2,3294,3556,5929,12604,22928,26428,36847,44075,23436,24876,21617,18040,18209,13671,22042,17847,19420,17560,14506,17372,23176,19366,27158,23279,33497,28073,39528,37495,18183,27274,18681,18219,12624,15591,13403,13949,5043,6304,13,579,0,0,0,0,0,0
2022-04,분당선,1031,복정,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2022-04,분당선,1846,수원,506,4,4180,902,8560,3850,23277,8559,25096,14150,12127,11005,8290,8508,8810,8998,9980,10099,10032,10958,9786,10401,11760,9770,14308,12504,17096,19324,19947,25980,14760,17612,14009,9007,12225,7521,11383,5735,5281,4272,165,934,0,0,0,0,0,0
2022-04,분당선,1847,서울숲,94,0,2493,499,4870,4832,12759,19443,21016,41642,13550,30374,8204,26026,8821,25863,11577,27812,14158,34375,19047,34488,27278,33228,34991,27388,49458,25044,59236,28746,33839,18337,23462,8863,19599,7269,13616,6575,3548,3916,88,987,0,0,0,0,0,0
2022-04,분당선,1848,압구정로데오,72,1,1340,805,3151,10911,5124,23698,7544,70241,6776,100771,8258,52207,12546,38796,16647,34269,19836,34811,24989,31883,32898,31696,42436,32749,58639,38700,85143,47085,64673,26283,52664,10253,39466,6312,33900,4658,11895,2807,531,653,0,0,0,0,0,0
2022-04,분당선,1849,강남구청,13,1,1304,645,2773,4660,7089,14552,10329,56284,8387,45299,7996,19304,8962,14823,10056,14126,11304,14791,12529,13157,14192,12997,16703,14260,25883,16490,50394,20875,25564,12798,14556,6972,12768,5436,10053,5353,3003,3444,92,760,0,0,0,0,0,0
2022-04,분당선,1850,선정릉,7,0,874,1046,1927,5938,4577,12827,6863,52382,5880,37847,5380,13933,5934,8793,7412,7859,7712,8113,9062,7801,10271,6858,13187,7560,24181,8631,44813,10314,21161,6623,10560,3929,8812,3510,6787,3277,2040,2283,42,555,0,0,0,0,0,0
2022-04,분당선,1851,가천대,30,1,5008,611,7044,3479,17077,5945,25015,32321,15250,28553,12133,23476,12651,11819,18711,21278,15309,15539,18112,13177,20015,12026,24294,12974,27122,17462,19348,23670,12145,19591,8296,14423,7958,14656,7461,14382,3385,11583,43,357,1,3,0,0,0,0
2022-04,분당선,1852,태평,207,8,14307,1415,19815,5235,41509,7764,60392,17356,39283,12126,22911,10848,18214,12600,19419,13886,19275,14704,16959,16418,16209,22514,16742,26867,19390,33778,18267,45492,11048,33388,7890,24009,5810,25273,4546,20121,1732,12646,24,538,0,0,0,0,0,0
2022-04,분당선,1853,모란,326,10,15074,3031,21871,11047,51079,22349,66458,37607,46108,30208,31280,27751,31841,31609,34464,32983,34818,36228,38234,34546,33763,37664,36694,41248,38580,47344,41468,64554,23351,47341,16438,33330,14764,29213,12507,24707,6920,17356,131,1102,0,0,0,0,0,0
2022-04,분당선,1854,야탑,79,4,6905,2769,17939,13968,50652,38594,61720,93044,41347,50672,32594,34066,33629,29668,35738,34478,34983,36685,34749,33834,39211,36982,45127,40451,61899,53383,84250,70733,38117,54060,27803,33381,25098,26234,18595,25781,6683,16507,186,1618,0,0,0,0,0,0
2022-04,분당선,1855,서현,217,5,4157,2685,12506,11783,31281,38467,39219,75604,28199,58436,25028,37146,26269,30941,30120,33572,31238,34656,34613,36694,39130,32937,45344,38969,62383,49756,81963,62087,45323,44725,43592,26051,35771,19720,26721,17348,11743,10998,452,1312,0,0,0,0,0,0
2022-04,분당선,1856,수내,80,1,2389,1863,6646,8900,17093,16614,21944,53865,14692,36086,11928,20523,13402,15527,15794,16141,16974,16648,19096,16428,20731,16012,22976,17498,35656,22232,47463,27663,24969,19723,22979,11710,15856,10088,12980,9544,3629,5606,130,915,0,0,0,0,0,0
2022-04,분당선,1857,정자,317,10,2966,882,9646,10264,26034,35777,31997,72447,22096,38893,16321,18996,17366,16164,18163,16508,18538,18478,19678,17263,21192,18299,25980,23988,47722,35110,56955,46621,30005,35440,23180,20900,25803,17455,23112,16643,9445,10544,1269,2956,0,0,0,0,0,0
2022-04,분당선,1858,미금,642,8,3319,661,11562,10442,26493,20737,31786,44023,22580,32419,21118,19904,22531,19633,23146,21743,23521,23211,24025,23808,29342,22629,31034,26501,35568,33241,38357,40181,19851,31945,16157,21193,16261,18119,12313,16701,4494,10521,224,1910,0,0,0,0,0,0
2022-04,분당선,1859,오리,684,2,3569,514,13413,6942,29935,13479,33612,32059,20978,16371,15917,9502,15476,9802,16053,11763,15752,10821,15118,11565,16009,12142,18063,13601,24599,17770,32862,23357,12757,21015,9527,12979,8625,11433,5791,10358,2175,7405,76,1589,0,0,0,0,0,0
2022-04,분당선,1860,이매,58,2,2376,908,5518,4105,13753,9549,15314,16076,10363,7456,8410,5763,8398,5548,8228,6265,8046,6910,7388,6700,8187,7399,10725,8947,16747,11778,14180,14418,6372,11904,4507,7424,5341,6301,4168,7382,911,4440,30,568,0,0,0,0,0,0
2022-04,분당선,1861,보정,26,0,1010,143,3304,1213,8291,2681,9357,6426,5856,1950,4755,1548,4205,2030,3648,2138,3355,2207,3102,2504,3420,3356,3923,3817,5282,5169,3693,6399,1692,6136,1293,3562,1416,3248,1079,3427,402,2560,7,150,0,0,0,0,0,0
2022-04,분당선,1862,죽전,1393,13,4600,840,13771,7017,39578,16065,37934,26109,22578,25280,16560,20362,16592,18244,19072,19643,18573,19679,18820,20246,20260,21464,24233,24769,29802,30805,31452,45246,20063,38764,23998,23105,13098,20089,9444,20100,3259,15871,6,7675,0,0,0,0,0,0
2022-04,분당선,1863,구성,33,0,2162,359,7334,2452,20746,4424,20655,7896,12267,3808,8706,3429,7504,3990,6889,4749,6202,4938,5793,5596,5592,7074,6457,8630,7764,13903,6919,19035,3341,16940,2430,10769,2264,8049,1716,9304,568,5889,10,400,0,0,0,0,0,0
2022-04,분당선,1864,신갈,19,0,2544,236,7887,1218,18085,2167,18709,6069,10357,3148,7528,3075,6760,3506,5897,4519,5980,4929,5488,5283,5360,6259,5992,6959,5456,10839,4734,17009,2277,13768,1669,8756,1494,6784,1159,7935,433,4981,22,299,0,0,0,0,0,0
2022-04,분당선,1865,기흥,169,3,5191,606,12998,3940,34211,9917,34977,20412,18192,10280,13028,7157,11798,8088,12857,7991,12080,10514,11368,9933,11752,11161,14028,13910,18644,21105,22321,34392,12190,27404,8577,16248,7919,13740,6022,14466,2446,9731,61,1102,0,0,0,0,0,0
2022-04,분당선,1866,상갈,64,3,2611,408,7691,2381,19347,6638,20127,9741,11929,4885,8676,4129,7351,4479,7431,4619,6588,6316,6001,5881,6238,6511,7261,9615,9630,13139,10551,16869,5497,14082,4001,9611,3555,8958,1908,8440,700,5457,10,846,0,0,0,0,0,0
2022-04,분당선,1867,청명,11,0,2159,749,6394,1767,17334,5390,17542,9441,8384,3604,5586,2957,4815,3100,5020,3674,4946,4020,4605,4618,5070,5074,5880,6505,7567,10205,8640,14268,3797,11568,2630,7346,2005,6727,1916,6061,645,4093,11,378,0,0,0,0,0,0
2022-04,분당선,1868,영통,50,1,2019,1258,7243,3548,16531,8143,20574,21568,10189,15259,8928,9852,9150,8857,10747,10893,10999,11567,10043,11592,11673,11153,14996,13101,20655,20949,23603,25256,12156,18202,10841,11266,11756,10207,11988,9972,5360,6369,202,589,0,0,0,0,0,0
